index,Education investment in area,Transportation investment in area,Colleges/Universities investment in area,Health investment in area,Other investment in area
22336,0,0,0,0,0
22337,0,0,0,0,0
22338,0,0,0,0,0
22339,0,0,0,0,0
22340,3406063,0,0,0,0
22341,0,0,0,0,0
22342,0,0,0,0,0
22343,0,0,0,0,0
22344,0,0,0,0,0
22345,0,0,0,0,0
22346,37963612,0,0,14731900,0
22347,0,0,0,0,0
22348,510000,0,0,0,0
22349,0,0,0,0,0
22350,0,0,0,0,0
22351,0,0,0,0,0
22352,0,0,0,0,0
22354,37963612,0,0,0,0
22355,37963612,0,0,14731900,0
22356,0,0,0,0,0
22357,0,0,0,0,0
22358,0,0,0,0,0
22359,727311,0,0,0,0
22360,0,0,0,0,0
22361,0,0,0,0,0
22363,0,0,0,0,0
22364,0,0,0,0,0
22365,0,0,0,0,0
22366,0,0,0,0,0
22367,0,0,0,0,0
22368,0,0,0,0,0
22370,0,0,0,0,0
22371,0,0,0,0,0
22372,0,0,0,0,0
22373,8617981,0,0,633309700,0
22374,6265398,0,0,128149017,0
22375,0,0,0,0,0
22376,3032638,0,0,0,0
22377,0,0,0,0,0
22378,0,0,0,0,0
22379,0,0,0,0,0
22380,1573027,0,289720000,0,0
22381,0,0,0,0,0
22382,0,0,0,0,0
22385,0,0,0,0,0
22386,0,0,0,0,0
22387,2615083,0,0,0,0
22388,0,0,0,0,0
22389,0,0,0,0,0
22390,0,0,0,0,597570
22391,0,0,0,0,0
22392,37963612,0,0,0,0
22393,7044954,0,0,128149017,0
22394,0,0,0,0,0
22395,0,0,0,0,0
22396,0,0,0,0,0
22397,0,0,0,0,0
22398,727311,0,0,0,0
22399,0,0,0,0,0
22400,255000,0,0,0,0
22401,6532276,0,0,0,0
22402,6002898,0,0,103692217,0
22403,0,0,0,0,0
22404,0,0,0,0,0
22405,26802302,0,0,0,0
22406,0,0,0,0,0
22407,0,0,0,0,0
22408,0,0,0,0,0
22409,0,0,0,0,0
22410,0,0,0,0,0
22411,0,0,0,0,0
22412,0,0,0,0,0
22413,0,0,0,0,0
22414,0,0,0,0,0
22415,0,0,0,0,0
22416,0,0,0,0,0
22417,0,0,0,0,0
22418,0,57983000,0,0,33200
22419,0,0,0,0,0
22421,0,0,0,0,0
22422,0,0,0,0,0
22423,0,0,0,0,0
22424,0,0,0,0,0
22426,0,0,0,0,0
22427,0,0,0,0,0
22428,0,0,0,0,0
22429,0,0,0,0,0
22430,0,0,0,0,0
22431,0,0,0,0,0
22432,26802302,0,0,0,0
22433,510000,0,0,0,0
22434,0,0,0,0,0
22435,0,0,0,0,0
22436,0,0,0,0,0
22437,0,0,0,0,0
22438,0,0,0,0,0
22439,0,0,0,0,0
22441,0,0,0,0,0
22442,0,0,0,0,0
22443,0,57983000,0,0,33200
22444,0,0,0,0,0
22445,0,0,0,0,0
22446,0,0,0,0,0
22447,0,0,0,0,0
22448,0,0,0,0,0
22449,0,0,0,0,0
22450,0,0,0,0,33200
22451,0,0,0,0,0
22452,0,0,0,0,0
22453,27312302,0,0,0,0
22454,27312302,0,0,0,0
22455,0,0,0,0,0
22457,0,0,0,0,0
22458,0,0,0,0,0
22459,0,0,0,0,0
22460,0,0,0,0,0
22461,0,0,0,0,0
22462,59168062,0,0,0,0
22463,510000,0,144682103,0,0
22465,0,0,0,0,0
22466,510000,0,0,0,0
22467,0,0,0,0,37500
22468,0,0,0,0,0
22469,0,0,0,0,0
22470,5762504,0,0,0,8850000
22471,0,0,0,0,0
22472,13549598,0,0,0,0
22473,0,0,0,0,0
22474,0,0,0,0,0
22475,0,0,0,0,0
22476,0,0,0,0,0
22477,0,0,0,0,0
22478,0,0,0,0,0
22479,0,0,0,0,0
22480,0,0,0,0,0
22481,0,0,0,0,0
22482,0,0,0,0,0
22483,510000,0,0,0,13800
22484,0,0,0,0,0
22485,0,0,0,0,0
22486,0,0,0,0,0
22487,13549598,0,0,0,0
22488,0,0,0,0,0
22489,0,0,0,0,0
22491,0,0,0,0,0
22492,0,0,0,0,0
22493,0,0,0,0,0
22494,0,0,0,0,0
22495,0,0,0,0,0
22496,0,0,0,0,0
22497,0,0,0,0,0
22498,0,0,0,0,37500
22499,0,0,0,0,0
22500,0,0,0,0,0
22502,0,0,0,0,0
22503,0,0,0,0,33200
22504,0,0,0,0,0
22505,0,0,0,0,0
22506,0,0,0,0,0
22507,0,0,0,0,0
22508,0,0,0,0,0
22509,727311,0,0,0,0
22510,0,0,0,0,0
22511,0,0,0,0,0
22512,0,0,0,0,0
22513,0,0,0,0,0
22514,0,0,0,0,0
22515,9432474,0,0,0,0
22516,0,0,0,0,0
22517,0,0,0,0,0
22518,0,0,0,0,0
22519,0,0,0,0,0
22520,0,0,0,0,0
22521,0,0,0,0,0
22522,0,0,0,0,0
22524,0,0,0,0,0
22525,0,0,0,0,0
22526,0,0,0,0,0
22527,0,0,0,0,0
22528,0,0,0,0,0
22529,0,15980000,85621000,0,0
22530,0,0,0,0,0
22531,3980731,0,0,0,0
22532,0,0,0,0,0
22533,0,0,0,0,0
22534,0,0,0,0,0
22535,0,0,0,0,0
22536,0,0,0,0,0
22537,896094,0,0,0,0
22538,0,0,0,14731900,0
22539,0,0,0,0,0
22540,3406063,0,0,0,0
22541,0,0,0,0,0
22542,0,0,0,0,0
22544,0,0,0,0,0
22545,0,0,0,0,0
22547,0,0,0,0,0
22548,0,0,0,0,0
22549,0,0,0,0,0
22550,0,0,0,0,0
22551,0,0,0,0,0
22552,0,0,0,0,0
22554,0,0,0,0,0
22555,0,0,0,0,0
22556,0,0,0,0,0
22557,0,0,0,0,0
22558,31855760,0,0,0,10780675
22559,0,0,0,0,0
22560,2550000,0,0,0,0
22561,0,0,0,0,22300
22562,0,0,0,14731900,0
22563,0,0,0,0,0
22564,0,0,0,0,0
22565,0,0,0,0,0
22567,0,0,0,0,0
22568,3406063,0,0,0,0
22569,0,0,0,0,0
22570,0,0,0,0,0
22571,15247623,0,0,0,7597000
22572,0,0,0,0,0
22575,0,0,0,0,0
22576,0,0,0,0,0
22577,0,0,0,0,0
22578,0,0,0,0,0
22579,0,0,0,0,0
22580,23587058,0,0,0,0
22581,0,0,0,0,0
22582,0,0,0,0,0
22583,1712094,0,0,0,0
22584,0,0,0,0,0
22585,0,0,0,0,0
22586,0,0,0,0,0
22587,0,0,0,0,0
22588,0,0,0,0,0
22589,0,0,0,0,0
22590,0,0,0,0,0
22591,0,0,0,0,0
22592,0,0,0,0,0
22594,11083169,0,0,0,0
22595,0,0,0,0,0
22596,7560148,0,0,0,0
22597,0,0,0,0,0
22600,0,0,0,0,0
22601,11083169,0,0,0,0
22602,0,0,0,0,0
22605,0,0,0,0,0
22606,49406616,0,189800000,28598567,0
22607,0,0,0,0,0
22608,6519954,0,0,657766500,0
22609,0,0,0,0,0
22610,0,0,0,0,0
22611,6002898,0,0,103692217,0
22612,727311,0,0,0,0
22619,0,0,0,0,0
22621,0,0,0,0,0
22622,0,0,0,0,0
22623,0,0,0,0,0
22624,0,0,0,0,0
22625,0,0,0,0,0
22627,727311,0,0,0,0
22628,0,0,0,0,0
22630,8389356,0,0,103692217,0
22637,7560148,73000000,0,0,0
22638,11083169,0,0,0,0
22639,0,0,0,0,0
22640,37963612,0,0,14731900,0
22641,727311,0,0,0,0
22642,727311,0,0,0,0
22643,727311,0,0,0,0
22644,0,0,0,0,0
22645,0,0,0,0,0
22646,0,0,0,0,0
22650,0,0,0,0,0
22651,0,0,0,0,0
22652,0,0,0,0,0
22653,27312302,0,0,0,0
22654,0,0,0,14731900,0
22655,0,0,0,0,0
22656,0,0,0,0,0
22657,0,0,0,0,0
22659,510000,0,0,0,0
22660,0,0,0,0,0
22661,0,0,0,0,0
22662,0,0,0,0,0
22663,0,0,0,0,0
22664,0,116900000,0,0,0
22665,0,0,0,0,0
22666,7560148,0,0,0,0
22667,0,0,0,0,0
22668,0,0,0,0,0
22669,0,0,0,0,0
22670,0,0,0,0,0
22671,0,0,0,0,0
22672,510000,25895000,0,0,0
22673,0,0,0,0,0
22674,12594672,0,0,0,0
22675,0,0,0,0,0
22676,0,0,0,0,0
22677,0,0,0,0,0
22678,27312302,0,0,0,0
22679,12445827,116900000,0,0,0
22680,0,0,0,0,0
22681,0,0,0,0,0
22682,0,0,0,0,0
22683,0,57983000,0,0,33200
22684,0,0,0,0,0
22685,0,0,0,0,0
22686,0,0,0,0,0
22687,0,0,0,0,0
22688,8567310,0,0,0,0
22689,0,0,0,0,0
22690,0,0,0,0,0
22691,0,0,0,0,0
22692,0,0,0,0,0
22694,0,0,0,0,0
22695,0,0,0,0,0
22696,0,0,0,0,0
22698,0,0,0,0,0
22699,0,0,0,0,0
22700,0,0,0,0,0
22701,0,0,0,0,0
22702,0,0,0,0,0
22703,0,0,0,0,0
22704,0,0,0,0,0
22705,0,0,0,0,0
22706,0,0,0,0,0
22707,2261844,0,0,0,0
22708,0,0,0,0,0
22709,6532276,0,0,0,0
22710,0,0,0,0,0
22711,0,0,0,0,0
22712,0,0,0,0,0
22713,0,0,0,0,0
22714,0,0,0,0,0
22715,0,0,0,0,0
22717,0,0,0,0,33200
22718,0,0,0,0,0
22719,0,0,0,0,0
22720,0,0,0,0,0
22721,0,0,0,0,0
22722,0,0,0,0,597570
22723,0,0,0,0,0
22724,0,0,0,0,0
22725,0,0,0,0,0
22726,0,0,0,0,0
22727,0,0,0,0,0
22728,0,0,0,0,0
22729,0,0,0,0,0
22730,0,0,0,0,0
22731,0,0,0,0,0
22732,8567310,0,0,0,0
22733,727311,0,0,0,0
22734,13549598,0,0,0,0
22735,0,0,0,0,0
22736,0,0,0,0,0
22738,0,0,0,0,0
22739,0,0,0,0,0
22740,0,0,0,0,0
22741,0,0,0,0,0
22742,0,57983000,0,0,14300
22743,12594672,0,0,0,0
22744,0,0,0,0,0
22745,0,0,0,0,0
22747,0,0,0,0,0
22748,7662045,0,0,0,0
22749,0,0,0,0,0
22750,0,0,0,0,0
22751,0,0,0,0,0
22752,510000,0,0,0,0
22753,0,0,0,0,33200
22754,0,0,0,0,0
22755,0,0,0,0,0
22756,0,0,0,0,0
22757,0,0,0,0,0
22758,0,0,0,0,0
22759,0,0,0,0,0
22760,0,0,0,0,0
22761,0,0,0,0,0
22762,0,0,0,0,0
22763,11083169,0,0,0,0
22765,0,0,0,0,0
22766,0,0,0,0,0
22767,0,0,0,0,0
22768,0,0,85621000,0,0
22769,0,0,0,0,0
22770,15247623,0,0,0,7597000
22771,0,0,0,0,0
22772,0,0,0,0,0
22773,0,0,0,0,0
22774,510000,0,0,0,22300
22775,0,0,0,0,0
22776,0,0,0,0,0
22777,0,0,0,0,0
22778,0,0,0,0,0
22779,0,0,0,0,0
22780,0,0,0,0,0
22782,0,0,0,0,0
22783,816000,0,0,0,0
22784,510000,0,0,0,0
22785,0,0,0,0,0
22786,0,0,0,0,0
22787,0,0,0,0,0
22788,0,0,0,0,0
22789,0,0,0,0,0
22790,26802302,0,0,0,0
22791,0,0,0,0,0
22792,34405760,0,0,0,0
22793,0,0,0,0,0
22794,0,0,0,0,0
22795,0,0,0,0,0
22796,0,0,0,0,14300
22797,26802302,0,0,0,0
22798,0,0,0,0,0
22799,0,0,0,0,0
22800,23587058,0,0,0,0
22802,0,0,0,0,0
22803,896094,0,0,0,0
22804,0,0,0,0,0
22805,26802302,0,0,0,0
22806,0,0,0,0,0
22807,0,0,0,0,0
22808,0,0,0,0,0
22809,0,0,0,0,0
22810,510000,0,0,0,0
22811,0,15980000,0,0,618750
22812,0,0,0,0,0
22813,0,0,0,0,0
22814,0,0,0,0,0
22815,0,0,0,0,0
22818,0,0,0,0,0
22825,0,0,0,0,0
22826,0,0,0,0,0
22827,0,0,0,0,0
22828,7560148,0,0,0,0
22829,7560148,0,0,0,0
22831,0,0,0,0,0
22836,0,0,85621000,0,0
22837,0,0,0,0,0
22838,0,0,0,0,547200
22839,0,0,0,0,0
22842,0,0,0,0,0
22843,0,0,0,0,0
22845,0,0,0,0,0
22846,2040000,0,0,0,0
22847,0,0,0,0,0
22848,0,0,0,0,0
22849,0,0,0,0,0
22850,0,0,0,0,0
22851,0,0,0,0,0
22852,0,0,0,0,0
22853,0,0,0,0,0
22854,22848232,0,0,0,547200
22855,0,0,115100000,44403300,712865000
22856,13549598,0,0,0,0
22860,510000,0,0,0,0
22863,0,0,0,0,0
22864,0,0,0,0,0
22865,3406063,0,0,0,0
22866,0,0,0,0,0
22867,0,0,0,0,0
22868,0,0,0,0,0
22869,0,0,0,0,0
22870,0,0,0,0,0
22871,0,0,0,0,0
22872,0,0,0,0,0
22873,0,0,0,0,0
22874,0,0,0,0,0
22875,0,0,0,0,0
22877,0,0,0,0,0
22879,0,0,0,0,0
22880,0,0,0,0,0
22882,0,0,0,0,0
22883,0,0,0,0,0
22884,0,0,0,0,0
22886,0,0,0,0,0
22887,0,0,0,0,0
22890,0,0,0,0,0
22891,0,0,0,0,0
22892,0,0,0,0,0
22893,0,0,0,0,0
22894,0,0,0,0,0
22895,0,0,0,0,0
22896,0,0,0,0,597570
22897,0,0,0,0,0
22898,0,0,0,0,0
22899,727311,0,0,0,0
22900,0,0,0,0,0
22901,0,0,0,0,0
22902,26802302,0,0,0,0
22903,0,0,0,0,0
22904,0,0,0,0,0
22905,0,0,0,0,0
22907,0,0,0,0,0
22908,0,0,0,0,0
22909,529378,0,0,0,0
22910,0,0,0,0,0
22911,0,0,0,0,0
22913,13549598,0,0,0,0
22915,8567310,0,0,0,0
22916,0,0,0,0,0
22917,0,0,0,0,0
22918,0,0,0,0,0
22919,0,0,0,0,0
22920,0,0,0,0,0
22921,0,0,0,0,0
22922,0,0,0,0,0
22923,0,0,0,0,0
22924,0,0,0,0,0
22925,0,0,0,0,0
22926,7560148,73000000,0,0,0
22927,9432474,116900000,0,0,0
22928,0,0,0,0,0
22929,37963612,0,0,0,0
22930,8057310,0,0,0,0
22931,0,0,0,0,0
22932,0,0,0,0,0
22933,529378,0,0,0,0
22934,0,0,0,0,0
22935,0,0,0,0,0
22936,0,0,0,0,0
22937,0,0,0,0,0
22938,0,0,0,0,0
22939,0,0,0,0,0
22940,0,73000000,0,0,0
22941,6515961,0,0,0,0
22942,0,0,0,0,0
22943,41441461,0,0,0,0
22945,0,0,0,0,0
22946,0,0,0,0,0
22947,0,0,0,0,0
22948,3032638,0,0,0,0
22950,0,0,0,0,0
22951,0,0,0,0,0
22952,0,0,0,0,0
22953,0,0,0,0,0
22954,1573027,0,0,0,0
22955,0,0,0,0,0
22956,2877583,0,0,633309700,0
22957,0,0,0,0,0
22958,0,0,0,0,0
22959,0,0,0,0,0
22960,8191423,0,0,0,0
22961,0,0,0,0,0
22962,0,0,0,0,0
22963,0,0,0,0,0
22964,50082480,0,0,0,0
22965,0,0,0,0,0
22966,0,0,0,0,0
22967,0,0,0,0,0
22968,0,0,0,0,0
22969,0,0,0,0,0
22970,727311,0,0,0,0
22971,0,0,0,0,0
22972,0,0,0,0,0
22973,0,0,0,0,0
22974,262500,0,289720000,9890900,0
22975,0,0,0,0,0
22976,0,0,0,0,0
22977,510000,0,0,0,0
22978,0,0,0,0,0
22979,0,0,0,0,0
22980,0,0,0,0,0
22981,0,0,0,0,0
22982,0,0,0,0,0
22983,0,0,0,0,0
22984,0,0,0,0,0
22985,0,0,0,0,597570
22986,7044954,0,0,0,0
22987,0,0,0,0,0
22988,255000,0,0,0,0
22989,727311,0,0,0,0
22990,0,0,0,0,0
22991,0,0,0,0,0
22992,727311,0,0,0,0
22993,0,0,0,0,0
22994,7560148,0,0,0,0
22995,0,0,0,0,0
22997,727311,0,0,0,0
22998,0,0,0,0,0
22999,0,0,0,0,0
23000,529378,0,0,0,0
23001,11083169,0,0,0,0
23002,0,0,0,0,0
23003,0,0,0,0,0
23004,8191423,0,0,0,0
23005,0,0,0,0,0
23006,3032638,0,0,0,0
23007,727311,0,0,0,0
23008,2877583,0,289720000,633309700,0
23009,255000,0,0,0,0
23010,0,0,0,0,0
23011,0,0,0,0,597570
23012,0,0,0,0,0
23013,0,0,0,0,0
23014,0,0,0,0,0
23015,0,0,0,0,0
23016,8617981,0,0,0,0
23017,0,0,0,0,0
23018,727311,0,0,0,0
23019,0,0,0,0,0
23020,727311,0,0,0,0
23022,0,0,0,0,0
23023,0,0,0,0,0
23024,0,0,0,0,0
23025,0,0,0,0,0
23026,0,0,0,0,0
23027,0,0,0,0,0
23028,0,0,0,0,0
23029,0,0,0,0,0
23030,0,0,0,0,0
23031,0,0,0,0,0
23032,0,0,0,0,0
23034,0,0,0,0,0
23035,0,0,0,0,0
23036,0,0,0,0,0
23037,50082480,0,0,0,0
23038,0,0,0,0,0
23039,0,0,0,0,0
23040,0,0,0,0,0
23041,19563160,0,0,0,0
23042,0,0,0,0,0
23043,0,0,0,0,0
23044,0,0,0,0,0
23045,0,0,0,0,0
23046,0,0,0,0,0
23047,0,0,0,0,0
23048,727311,0,0,0,0
23049,0,116900000,0,0,0
23050,0,0,0,0,0
23051,12445827,0,0,0,0
23052,0,0,0,0,0
23053,0,0,0,0,0
23054,0,0,0,0,0
23055,0,0,0,0,0
23056,19563160,0,0,0,0
23057,0,0,0,0,0
23058,0,0,0,0,0
23059,0,0,0,0,0
23060,0,0,0,0,0
23061,0,0,0,0,0
23063,0,0,0,0,0
23064,0,0,0,0,0
23065,0,0,0,0,0
23066,0,0,0,0,0
23067,0,0,0,0,0
23068,0,0,0,0,0
23069,0,0,0,0,0
23070,0,0,0,0,0
23071,0,0,0,0,0
23072,0,0,0,0,0
23073,0,0,0,0,0
23074,0,0,0,0,0
23075,0,0,0,0,0
23076,0,0,0,0,0
23077,0,0,0,0,0
23078,0,0,0,0,0
23079,0,0,0,0,0
23080,0,0,0,0,0
23081,0,0,0,0,0
23082,0,0,0,0,0
23083,0,0,0,0,0
23084,0,0,0,0,0
23085,0,0,0,0,0
23086,0,0,0,0,0
23087,0,0,0,0,0
23088,0,0,0,0,0
23089,0,0,0,0,0
23090,0,0,0,0,0
23091,0,0,0,0,0
23092,0,0,0,0,0
23093,0,0,0,0,0
23094,727311,0,0,103692217,0
23095,727311,0,0,103692217,0
23096,0,0,0,0,0
23097,0,0,0,0,0
23098,0,0,0,0,0
23099,7662045,0,0,0,0
23100,0,0,0,0,0
23102,0,0,0,0,0
23103,0,0,0,0,0
23104,0,0,0,0,0
23105,0,0,0,0,0
23106,0,0,0,0,0
23107,0,0,0,0,0
23108,0,0,0,0,0
23109,0,0,0,0,0
23110,0,0,0,0,0
23111,0,0,0,0,0
23112,0,0,0,0,0
23113,0,0,0,0,0
23114,0,0,0,0,0
23115,0,0,0,0,0
23116,0,0,0,0,0
23117,0,0,0,0,0
23118,0,0,0,0,0
23119,0,0,0,0,0
23120,510000,0,0,0,0
23121,8191423,0,0,0,0
23122,0,0,0,0,0
23123,0,0,0,0,0
23124,0,0,0,0,0
23125,0,0,0,0,0
23126,8191423,0,0,0,0
23127,0,0,0,0,0
23128,1039378,0,0,0,0
23129,0,0,0,0,0
23130,0,0,0,0,0
23131,0,0,0,0,0
23132,0,0,0,0,0
23133,727311,0,0,0,0
23134,0,0,0,0,0
23135,0,0,0,0,0
23136,510000,0,0,0,0
23137,529378,0,0,0,0
23138,0,0,0,0,0
23139,0,0,0,0,0
23140,0,0,0,0,0
23141,1039378,0,0,0,0
23142,19274592,0,0,0,0
23143,0,0,0,0,0
23144,8191423,0,0,0,0
23145,0,0,0,0,0
23146,0,0,0,0,0
23147,8191423,0,0,0,0
23148,0,0,0,0,0
23149,0,0,0,0,0
23150,529378,0,0,0,0
23151,0,0,0,0,0
23152,727311,0,0,0,0
23153,8191423,0,0,0,0
23154,510000,0,0,0,433000
23155,0,0,0,0,0
23156,0,0,0,0,0
23157,0,0,0,0,0
23158,0,0,0,0,0
23159,0,0,0,0,0
23160,0,0,0,0,0
23161,0,0,0,0,0
23162,0,0,0,0,0
23164,510000,0,0,0,0
23165,0,0,0,0,0
23166,0,0,0,0,0
23167,0,0,0,0,597570
23168,0,0,0,0,0
23169,0,0,0,0,0
23170,21596846,0,0,0,0
23171,0,0,0,0,0
23172,0,0,0,0,0
23174,510000,0,0,0,0
23175,510000,0,0,0,0
23176,0,0,0,0,0
23177,0,0,0,0,0
23179,0,0,0,0,0
23180,0,0,0,0,0
23181,0,0,0,0,0
23182,0,0,0,0,0
23183,0,0,0,0,0
23184,0,0,0,0,0
23185,529378,0,0,0,0
23186,0,0,0,0,0
23187,0,0,0,0,0
23188,0,0,0,0,0
23189,0,0,0,0,0
23190,0,0,0,0,0
23191,1039378,0,0,0,0
23192,0,0,0,0,0
23193,0,0,0,0,0
23194,529378,0,0,0,0
23195,1020000,0,0,0,0
23196,1039378,0,0,0,0
23197,0,0,0,0,0
23198,1039378,0,0,0,0
23199,0,0,0,0,0
23200,0,0,0,0,0
23201,0,0,0,0,0
23202,0,0,0,0,0
23203,0,0,0,0,0
23204,0,0,0,0,0
23205,0,102370000,0,0,0
23206,0,0,0,0,0
23207,0,0,0,0,597570
23208,0,0,0,0,597570
23209,0,0,0,0,0
23210,0,0,0,0,0
23211,0,0,0,0,597570
23212,0,0,0,0,0
23213,0,0,0,0,0
23214,0,0,0,0,0
23215,0,0,0,0,0
23216,0,0,0,0,597570
23217,0,0,0,0,0
23218,0,0,0,0,0
23219,0,0,0,0,0
23220,0,0,0,0,0
23221,0,0,0,0,0
23222,0,0,0,0,0
23223,0,0,0,0,0
23224,0,0,0,0,0
23225,0,0,0,0,0
23226,0,0,0,0,0
23227,0,0,0,0,0
23228,0,0,0,0,0
23229,0,0,0,0,0
23230,0,0,0,0,0
23231,0,0,0,0,0
23232,0,0,0,0,0
23234,0,0,0,0,0
23235,0,0,0,0,0
23236,0,0,0,0,0
23237,0,0,0,0,0
23238,0,0,0,0,0
23239,0,0,0,0,0
23240,0,0,0,0,0
23241,0,0,0,0,0
23242,0,0,0,0,0
23243,0,0,0,0,0
23244,0,0,0,0,0
23245,0,0,0,0,14300
23246,0,0,0,0,0
23247,0,0,0,0,0
23248,0,0,0,0,0
23249,0,0,0,0,0
23250,0,0,0,0,0
23251,0,0,0,0,0
23252,0,0,0,0,0
23253,0,0,0,0,0
23254,0,0,0,0,0
23255,0,0,0,0,0
23256,0,0,0,0,0
23257,0,0,0,0,0
23258,0,0,0,0,0
23259,0,0,0,0,0
23260,0,0,0,0,0
23261,0,0,0,0,0
23262,0,0,0,0,0
23263,0,0,0,0,0
23264,0,0,0,0,0
23265,510000,0,0,0,0
23266,0,0,0,0,0
23267,510000,0,0,0,0
23268,0,0,0,0,0
23269,0,0,0,0,0
23270,0,0,0,0,0
23271,0,0,0,0,0
23272,0,0,0,0,0
23273,0,0,0,0,0
23274,0,0,0,0,0
23275,3032638,0,0,0,0
23277,0,0,0,0,0
23278,0,0,0,0,0
23279,0,0,0,0,0
23280,0,0,0,0,0
23281,0,0,0,0,33200
23282,0,0,0,0,0
23283,0,0,0,0,0
23284,0,0,0,0,0
23285,0,0,0,0,0
23286,0,0,0,0,0
23287,0,0,0,0,0
23288,0,0,0,0,0
23289,0,0,0,0,0
23290,0,0,0,0,0
23291,0,0,0,0,0
23292,0,0,0,0,0
23293,0,0,0,0,0
23295,0,0,0,0,0
23296,0,0,0,0,0
23297,3032638,0,0,0,0
23298,0,0,0,0,0
23299,0,0,0,0,0
23300,0,0,0,0,0
23301,0,0,0,0,0
23302,0,0,0,0,0
23303,0,0,0,0,0
23304,0,0,0,0,0
23305,0,0,0,0,0
23306,0,0,0,0,0
23307,0,0,0,0,0
23308,0,0,0,0,0
23309,0,0,0,0,0
23310,0,0,0,0,0
23311,0,0,0,0,0
23312,0,0,0,0,0
23313,0,0,0,0,0
23314,0,0,0,0,14300
23315,0,0,0,0,0
23316,0,0,0,0,0
23317,0,0,0,0,0
23318,0,0,0,0,0
23319,37963612,0,0,0,0
23320,0,0,0,0,0
23321,3032638,0,0,0,0
23322,3032638,0,0,0,0
23323,0,0,0,0,0
23324,0,0,0,0,0
23325,0,0,0,0,0
23326,0,0,0,0,0
23327,2098027,0,0,0,0
23328,0,0,0,0,0
23329,3032638,0,189800000,28598567,0
23330,0,0,0,0,0
23331,0,0,0,0,0
23332,0,0,0,0,0
23333,2098027,0,0,0,0
23334,0,0,0,0,0
23335,3032638,0,0,0,0
23336,0,0,0,0,0
23337,0,0,0,0,0
23338,0,0,289720000,0,0
23339,52439254,0,0,73001867,0
23340,0,0,0,0,0
23341,0,0,0,0,0
23342,0,0,0,0,0
23343,0,0,0,0,0
23344,0,0,0,0,0
23346,727311,0,0,0,0
23347,0,0,0,0,0
23348,727311,0,0,0,0
23349,8617981,0,0,633309700,0
23350,727311,0,0,0,0
23351,727311,0,0,0,0
23352,8880481,0,0,633309700,0
23353,0,0,0,0,0
23354,0,0,0,0,0
23355,6532276,0,0,0,0
23356,0,0,0,0,0
23357,2098027,0,0,0,0
23358,0,0,0,0,0
23359,0,0,0,0,0
23360,727311,0,0,0,0
23361,8617981,0,0,0,0
23362,727311,0,0,0,0
23363,0,0,0,0,0
23364,0,0,0,0,0
23365,727311,0,0,0,0
23366,2098027,0,0,0,0
23367,2098027,0,0,0,0
23368,2098027,0,0,0,0
23369,0,0,0,0,0
23370,262500,0,289720000,0,11276969
23371,0,0,0,0,0
23372,8617981,0,0,633309700,0
23373,262500,0,289720000,9890900,0
23374,0,0,0,0,0
23375,0,0,0,0,0
23376,0,0,0,0,0
23377,727311,0,0,0,0
23378,727311,0,0,0,0
23379,0,0,0,0,0
23380,727311,0,0,0,0
23381,262500,0,289720000,9890900,0
23382,8617981,0,0,633309700,0
23383,0,0,0,0,0
23384,0,0,0,0,0
23385,6002898,0,0,128149017,0
23386,727311,0,0,103692217,0
23387,7044954,0,0,657766500,0
23388,727311,0,0,0,0
23389,0,0,0,0,0
23390,6002898,0,0,128149017,0
23391,0,0,0,0,0
23392,6265398,0,0,128149017,0
23393,6519954,0,0,761458717,0
23394,0,0,0,0,0
23395,6265398,0,0,128149017,0
23396,0,0,0,0,0
23397,779556,0,0,633309700,0
23398,727311,0,0,0,0
23399,0,0,0,0,0
23400,7560148,0,0,0,0
23401,6002898,0,0,103692217,0
23402,7662045,0,0,103692217,0
23403,727311,0,0,0,0
23404,0,0,0,0,0
23405,6002898,0,0,128149017,0
23406,0,0,0,0,0
23407,6002898,0,0,128149017,0
23408,0,0,0,0,0
23409,0,0,0,0,0
23410,0,0,0,0,0
23411,727311,0,0,0,0
23412,0,0,0,0,0
23413,0,0,0,0,0
23414,0,0,0,0,0
23415,7057276,0,0,0,0
23416,7057276,0,0,0,0
23417,8617981,0,0,633309700,0
23418,727311,0,0,0,0
23419,8617981,0,0,24456800,0
23421,50082480,0,0,0,0
23422,2877583,0,0,633309700,0
23423,0,0,0,103692217,0
23424,727311,0,0,0,0
23425,6002898,0,0,128149017,0
23426,0,0,0,0,0
23427,0,0,0,0,0
23428,0,0,0,0,0
23429,0,0,0,0,0
23430,0,0,0,0,0
23431,0,0,0,0,0
23432,0,0,0,0,0
23433,0,0,0,0,0
23434,0,0,0,0,0
23435,0,0,0,0,0
23436,0,0,0,0,0
23437,0,0,0,0,0
23438,0,0,0,0,0
23439,0,0,0,0,0
23441,0,0,0,0,0
23443,0,0,0,0,0
23444,7662045,0,0,103692217,0
23445,11083169,0,0,0,0
23446,727311,0,0,0,0
23447,0,0,0,0,0
23448,0,0,0,0,0
23449,0,0,0,0,0
23450,12594672,0,0,0,0
23451,2261844,0,0,0,0
23452,0,0,0,0,0
23453,0,0,0,0,0
23455,0,0,0,0,0
23456,0,0,0,0,0
23457,0,0,0,0,0
23458,0,0,0,0,0
23459,0,0,0,0,0
23460,0,0,0,0,0
23461,0,0,0,0,0
23462,0,0,0,0,0
23463,0,0,0,0,0
